Date,VIX,Gold
2016-01-21,26.69,105.49
2016-01-22,22.34,105.0
2016-01-25,24.15,106.08
2016-01-26,22.5,107.29
2016-01-27,23.11,107.69
2016-01-28,22.42,106.54
2016-01-29,20.2,106.95
2016-02-01,19.98,108.05
2016-02-02,21.98,108.09
2016-02-03,21.65,109.25
2016-02-04,21.84,110.57
2016-02-05,23.38,112.32
2016-02-08,26.0,113.83
2016-02-09,26.54,113.58
2016-02-10,26.29,114.46
2016-02-11,28.14,119.06
2016-02-12,25.4,118.36
2016-02-16,24.11,114.77
2016-02-17,22.31,115.48
2016-02-18,21.64,118.29
2016-02-19,20.53,117.58
2016-02-22,19.38,115.49
2016-02-23,20.98,117.22
2016-02-24,20.72,117.61
2016-02-25,19.11,117.92
2016-02-26,19.81,117.11
2016-02-29,20.55,118.64
2016-03-01,17.7,117.77
2016-03-02,17.09,118.68
2016-03-03,16.7,120.73
2016-03-04,16.86,120.54
2016-03-07,17.35,121.14
2016-03-08,18.67,120.58
2016-03-09,18.34,119.58
2016-03-10,18.05,121.5
2016-03-11,16.5,119.41
2016-03-14,16.92,117.87
2016-03-15,16.92,117.96
2016-03-16,14.99,120.59
2016-03-17,14.44,120.13
2016-03-18,14.02,119.8
2016-03-21,13.79,118.96
2016-03-22,14.17,119.31
2016-03-23,14.94,116.61
2016-03-24,14.74,116.33
2016-03-28,15.24,116.6
2016-03-29,13.82,118.76
2016-03-30,13.56,117.1
2016-03-31,13.95,117.64
2016-04-01,13.1,116.93
2016-04-04,14.12,116.15
2016-04-05,15.42,117.66
2016-04-06,14.09,116.94
2016-04-07,16.16,118.61
2016-04-08,15.36,118.43
2016-04-11,16.26,120.03
2016-04-12,14.85,120.05
2016-04-13,13.84,118.77
2016-04-14,13.72,117.11
2016-04-15,13.62,117.92
2016-04-18,13.35,117.74
2016-04-19,13.24,119.58
2016-04-20,13.28,118.97
2016-04-21,13.95,119.42
2016-04-22,13.22,117.89
2016-04-25,14.08,118.23
2016-04-26,13.96,118.7
2016-04-27,13.77,119.04
2016-04-28,15.22,121.29
2016-04-29,15.7,123.65
2016-05-02,14.68,123.24
2016-05-03,15.6,122.96
2016-05-04,16.05,122.21
2016-05-05,15.91,122.07
2016-05-06,14.72,123.18
2016-05-09,14.57,120.65
2016-05-10,13.63,120.98
2016-05-11,14.69,122.12
2016-05-12,14.41,121.16
2016-05-13,15.04,121.71
2016-05-16,14.68,121.8
2016-05-17,15.57,122.22
2016-05-18,15.95,120.1
2016-05-19,16.33,119.87
2016-05-20,15.2,119.71
2016-05-23,15.82,119.37
2016-05-24,14.42,117.3
2016-05-25,13.9,116.98
2016-05-26,13.43,116.58
2016-05-27,13.12,115.62
2016-05-31,14.19,116.06
2016-06-01,14.2,115.94
2016-06-02,13.63,115.67
2016-06-03,13.47,118.88
2016-06-06,13.65,118.92
2016-06-07,14.05,118.82
2016-06-08,14.08,120.58
2016-06-09,14.64,121.25
2016-06-10,17.03,121.74
2016-06-13,20.97,122.64
2016-06-14,20.5,122.77
2016-06-15,20.14,123.68
2016-06-16,19.37,122.38
2016-06-17,19.41,123.95
2016-06-20,18.37,123.21
2016-06-21,18.48,120.84
2016-06-22,21.17,120.9
2016-06-23,17.25,120.11
2016-06-24,25.76,126.01
2016-06-27,23.85,126.68
2016-06-28,18.75,125.32
2016-06-29,16.64,125.84
2016-06-30,15.63,126.47
2016-07-01,14.77,128.41
2016-07-05,15.58,129.47
2016-07-06,14.96,130.23
2016-07-07,14.76,129.74
2016-07-08,13.2,130.52
2016-07-11,13.54,129.29
2016-07-12,13.55,127.15
2016-07-13,13.04,128.32
2016-07-14,12.82,127.33
2016-07-15,12.67,126.84
2016-07-18,12.44,127.04
2016-07-19,11.97,127.21
2016-07-20,11.77,125.39
2016-07-21,12.74,127.3
2016-07-22,12.02,126.35
2016-07-25,12.87,125.47
2016-07-26,13.05,126.0
2016-07-27,12.83,128.03
2016-07-28,12.72,127.66
2016-07-29,11.87,128.98
2016-08-01,12.44,129.22
2016-08-02,13.37,130.27
2016-08-03,12.86,129.65
2016-08-04,12.42,129.87
2016-08-05,11.39,127.55
2016-08-08,11.5,127.44
2016-08-09,11.66,127.96
2016-08-10,12.05,128.56
2016-08-11,11.68,127.67
2016-08-12,11.55,127.4
2016-08-15,11.81,127.84
2016-08-16,12.64,128.47
2016-08-17,12.19,128.5
2016-08-18,11.43,129.11
2016-08-19,11.34,127.97
2016-08-22,12.27,127.78
2016-08-23,12.38,127.76
2016-08-24,13.45,126.34
2016-08-25,13.63,126.23
2016-08-26,13.65,126.05
2016-08-29,12.94,126.3
2016-08-30,13.12,125.03
2016-08-31,13.42,124.78
2016-09-01,13.48,125.29
2016-09-02,11.98,126.57
2016-09-06,12.02,128.71
2016-09-07,11.94,128.27
2016-09-08,12.51,127.59
2016-09-09,17.5,126.75
2016-09-12,15.16,126.59
2016-09-13,17.85,125.75
2016-09-14,18.14,126.18
2016-09-15,16.3,125.37
2016-09-16,15.37,125.06
2016-09-19,15.53,125.32
2016-09-20,15.92,125.44
2016-09-21,13.3,127.27
2016-09-22,12.02,127.57
2016-09-23,12.29,127.65
2016-09-26,14.5,127.55
2016-09-27,13.1,126.62
2016-09-28,12.39,126.22
2016-09-29,14.02,126.07
2016-09-30,13.29,125.64
2016-10-03,13.57,125.32
2016-10-04,13.63,120.97
2016-10-05,12.99,120.78
2016-10-06,12.84,119.66
2016-10-07,13.48,119.74
2016-10-10,13.38,120.16
2016-10-11,15.36,119.55
2016-10-12,15.91,119.74
2016-10-13,16.69,120.03
2016-10-14,16.12,119.36
2016-10-17,16.21,119.68
2016-10-18,15.28,120.42
2016-10-19,14.41,121.11
2016-10-20,13.75,120.74
2016-10-21,13.34,120.83
2016-10-24,13.02,120.56
2016-10-25,13.46,121.47
2016-10-26,14.24,120.79
2016-10-27,15.36,121.01
2016-10-28,16.19,121.58
2016-10-31,17.06,121.94
2016-11-01,18.56,122.73
2016-11-02,19.32,123.64
2016-11-03,22.08,124.3
2016-11-04,22.51,124.39
2016-11-07,18.71,122.15
2016-11-08,18.74,121.64
2016-11-09,14.38,121.56
2016-11-10,14.74,119.75
2016-11-11,14.17,117.1
2016-11-14,14.48,116.11
2016-11-15,13.37,117.12
2016-11-16,13.72,116.77
2016-11-17,13.35,116.17
2016-11-18,12.85,115.15
2016-11-21,12.42,115.58
2016-11-22,12.41,115.54
2016-11-23,12.43,113.25
2016-11-25,12.34,112.61
2016-11-28,13.15,113.8
2016-11-29,12.9,113.27
2016-11-30,13.33,111.75
2016-12-01,14.07,111.54
2016-12-02,14.12,112.14
2016-12-05,12.14,111.54
2016-12-06,11.79,111.43
2016-12-07,12.22,111.83
2016-12-08,12.64,111.57
2016-12-09,11.75,110.4
2016-12-12,12.64,110.82
2016-12-13,12.72,110.45
2016-12-14,13.19,108.83
2016-12-15,12.79,107.34
2016-12-16,12.2,108.05
2016-12-19,11.71,108.59
2016-12-20,11.45,107.79
2016-12-21,11.27,107.85
2016-12-22,11.43,107.59
2016-12-23,11.44,107.93
2016-12-27,11.99,108.56
2016-12-28,12.95,108.86
2016-12-29,13.37,110.29
2016-12-30,14.04,109.61
2017-01-03,12.85,110.47
2017-01-04,11.85,110.86
2017-01-05,11.67,112.58
2017-01-06,11.32,111.75
2017-01-09,11.56,112.67
2017-01-10,11.49,113.15
2017-01-11,11.26,113.5
2017-01-12,11.54,113.91
2017-01-13,11.23,114.21
2017-01-17,11.87,115.85
2017-01-18,12.48,114.87
2017-01-19,12.78,114.77
2017-01-20,11.54,115.05
2017-01-23,11.77,115.79
2017-01-24,11.07,115.27
2017-01-25,10.81,114.32
2017-01-26,10.63,113.26
2017-01-27,10.58,113.49
2017-01-30,11.88,113.97
2017-01-31,11.99,115.55
2017-02-01,11.81,115.2
2017-02-02,11.93,115.84
2017-02-03,10.97,116.13
2017-02-06,11.37,117.7
2017-02-07,11.29,117.46
2017-02-08,11.45,118.19
2017-02-09,10.88,117.29
2017-02-10,10.85,117.6
2017-02-13,11.07,116.8
2017-02-14,10.74,116.93
2017-02-15,11.97,117.45
2017-02-16,11.76,118.08
2017-02-17,11.49,117.68
2017-02-21,11.57,117.75
2017-02-22,11.74,117.91
2017-02-23,11.71,118.94
2017-02-24,11.47,119.7
2017-02-27,12.09,119.12
2017-02-28,12.92,119.23
2017-03-01,12.54,119.06
2017-03-02,11.81,117.58
2017-03-03,10.96,117.51
2017-03-06,11.24,116.72
2017-03-07,11.45,115.78
2017-03-08,11.86,115.06
2017-03-09,12.3,114.47
2017-03-10,11.66,114.72
2017-03-13,11.35,114.74
2017-03-14,12.3,114.12
2017-03-15,11.63,116.25
2017-03-16,11.21,116.73
2017-03-17,11.28,116.99
2017-03-20,11.34,117.56
2017-03-21,12.47,118.54
2017-03-22,12.81,118.83
2017-03-23,13.12,118.67
2017-03-24,12.96,118.86
2017-03-27,12.5,119.53
2017-03-28,11.53,119.04
2017-03-29,11.42,119.33
2017-03-30,11.54,118.47
2017-03-31,12.37,118.72
2017-04-03,12.38,119.35
2017-04-04,11.79,119.62
2017-04-05,12.89,119.62
2017-04-06,12.39,119.18
2017-04-07,12.87,119.46
2017-04-10,14.05,119.46
2017-04-11,15.07,121.19
2017-04-12,15.77,122.02
2017-04-13,15.96,122.6
2017-04-17,14.66,122.24
2017-04-18,14.42,122.82
2017-04-19,14.93,121.73
2017-04-20,14.15,121.96
2017-04-21,14.63,122.31
2017-04-24,10.84,121.48
2017-04-25,10.76,120.25
2017-04-26,10.85,120.84
2017-04-27,10.36,120.39
2017-04-28,10.82,120.77
2017-05-01,10.11,119.67
2017-05-02,10.59,119.65
2017-05-03,10.68,117.98
2017-05-04,10.46,116.79
2017-05-05,10.57,117.01
2017-05-08,9.77,116.75
2017-05-09,9.96,116.05
2017-05-10,10.21,116.04
2017-05-11,10.6,116.5
2017-05-12,10.4,116.83
2017-05-15,10.42,117.14
2017-05-16,10.65,117.65
2017-05-17,15.59,119.79
2017-05-18,14.66,118.81
2017-05-19,12.04,119.4
2017-05-22,10.93,119.9
2017-05-23,10.72,119.14
2017-05-24,10.02,119.61
2017-05-25,9.99,119.48
2017-05-26,9.81,120.54
2017-05-30,10.38,120.14
2017-05-31,10.41,120.62
2017-06-01,9.89,120.72
2017-06-02,9.75,121.61
2017-06-05,10.07,121.73
2017-06-06,10.45,123.1
2017-06-07,10.39,122.45
2017-06-08,10.16,121.65
2017-06-09,10.7,120.54
2017-06-12,11.46,120.36
2017-06-13,10.42,120.48
2017-06-14,10.64,119.82
2017-06-15,10.9,119.32
2017-06-16,10.38,119.34
2017-06-19,10.37,118.43
2017-06-20,10.86,118.18
2017-06-21,10.75,118.52
2017-06-22,10.48,118.92
2017-06-23,10.02,119.43
2017-06-26,9.9,118.36
2017-06-27,11.06,118.81
2017-06-28,10.03,118.9
2017-06-29,11.44,118.32
2017-06-30,11.18,118.02
2017-07-03,11.22,116.09
2017-07-05,11.07,116.52
2017-07-06,12.54,116.47
2017-07-07,11.19,115.28
2017-07-10,11.11,115.47
2017-07-11,10.89,115.62
2017-07-12,10.3,116.03
2017-07-13,9.9,115.82
2017-07-14,9.51,116.77
2017-07-17,9.82,117.29
2017-07-18,9.89,118.11
2017-07-19,9.79,118.08
2017-07-20,9.58,118.24
2017-07-21,9.36,119.26
2017-07-24,9.43,119.31
2017-07-25,9.43,118.92
2017-07-26,9.6,119.88
2017-07-27,10.11,119.79
2017-07-28,10.29,120.69
2017-07-31,10.26,120.75
2017-08-01,10.09,120.65
2017-08-02,10.28,120.4
2017-08-03,10.44,120.59
2017-08-04,10.03,119.65
2017-08-07,9.93,119.51
2017-08-08,10.96,119.86
2017-08-09,11.11,121.31
2017-08-10,16.04,122.21
2017-08-11,15.51,122.79
2017-08-14,12.33,121.92
2017-08-15,12.04,120.98
2017-08-16,11.74,121.87
2017-08-17,15.55,122.49
2017-08-18,14.26,122.3
2017-08-21,13.19,122.76
2017-08-22,11.35,122.21
2017-08-23,12.25,122.67
2017-08-24,12.23,122.29
2017-08-25,11.28,122.74
2017-08-28,11.32,124.69
2017-08-29,11.7,124.42
2017-08-30,11.22,124.36
2017-08-31,10.59,125.82
2017-09-01,10.13,126.06
2017-09-05,12.23,127.46
2017-09-06,11.63,126.81
2017-09-07,11.55,128.13
2017-09-08,12.12,127.97
2017-09-11,10.73,126.19
2017-09-12,10.58,126.56
2017-09-13,10.5,125.61
2017-09-14,10.44,126.16
2017-09-15,10.17,125.53
2017-09-18,10.15,124.36
2017-09-19,10.18,124.62
2017-09-20,9.78,123.62
2017-09-21,9.67,122.68
2017-09-22,9.59,123.24
2017-09-25,10.21,124.53
2017-09-26,10.17,123.14
2017-09-27,9.87,121.98
2017-09-28,9.55,122.21
2017-09-29,9.51,121.58
2017-10-02,9.45,120.77
2017-10-03,9.51,120.83
2017-10-04,9.63,121.17
2017-10-05,9.19,120.52
2017-10-06,9.65,121.09
2017-10-09,10.33,122.08
2017-10-10,10.08,122.4
2017-10-11,9.85,122.79
2017-10-12,9.91,122.89
2017-10-13,9.61,123.82
2017-10-16,9.91,122.97
2017-10-17,10.31,122.13
2017-10-18,10.07,121.67
2017-10-19,10.05,122.39
2017-10-20,9.97,121.61
2017-10-23,11.07,121.8
2017-10-24,11.16,121.33
2017-10-25,11.23,121.35
2017-10-26,11.3,120.33
2017-10-27,9.8,120.9
2017-10-30,10.5,121.13
2017-10-31,10.18,120.67
2017-11-01,10.2,121.11
2017-11-02,9.93,121.19
2017-11-03,9.14,120.62
2017-11-06,9.4,121.65
2017-11-07,9.89,121.21
2017-11-08,9.78,121.63
2017-11-09,10.5,122.13
2017-11-10,11.29,121.13
2017-11-13,11.5,121.31
2017-11-14,11.59,121.56
2017-11-15,13.13,121.41
2017-11-16,11.76,121.4
2017-11-17,11.43,122.86
2017-11-20,10.65,121.31
2017-11-21,9.73,121.51
2017-11-22,9.88,122.63
2017-11-24,9.67,122.32
2017-11-27,9.87,122.83
2017-11-28,10.03,122.81
2017-11-29,10.7,122.04
2017-11-30,11.28,121.1
2017-12-01,11.43,121.59
2017-12-04,11.68,121.18
2017-12-05,11.33,120.32
2017-12-06,11.02,120.07
2017-12-07,10.16,118.49
2017-12-08,9.58,118.48
2017-12-11,9.34,118.01
2017-12-12,9.92,118.15
2017-12-13,10.18,119.17
2017-12-14,10.49,118.93
2017-12-15,9.42,119.18
2017-12-18,9.53,119.73
2017-12-19,10.03,119.82
2017-12-20,9.72,120.14
2017-12-21,9.62,120.31
2017-12-22,9.9,120.94
2017-12-26,10.25,121.77
2017-12-27,10.47,122.23
2017-12-28,10.18,122.85
2017-12-29,11.04,123.65
2018-01-02,9.77,125.15
2018-01-03,9.15,124.82
2018-01-04,9.22,125.46
2018-01-05,9.22,125.33
2018-01-08,9.52,125.31
2018-01-09,10.08,124.73
2018-01-10,9.82,125.03
2018-01-11,9.88,125.44
2018-01-12,10.16,126.96
2018-01-16,11.66,127.17
2018-01-17,11.91,126.14
2018-01-18,12.22,125.86
2018-01-19,11.27,126.42
2018-01-22,11.05,126.65
2018-01-23,11.1,127.28
2018-01-24,11.46,128.83
2018-01-25,11.58,127.97
2018-01-26,11.1,128.07
2018-01-29,13.84,127.35
2018-01-30,14.79,126.8
2018-01-31,13.54,127.65
2018-02-01,13.47,128.07
2018-02-02,17.31,126.39
2018-02-05,37.32,126.71
2018-02-06,29.98,125.38
2018-02-07,27.73,124.79
2018-02-08,33.46,124.98
2018-02-09,29.06,124.77
2018-02-12,25.61,125.37
2018-02-13,24.97,126.08
2018-02-14,19.26,128.23
2018-02-15,19.13,128.38
2018-02-16,19.46,127.96
2018-02-20,20.6,126.24
2018-02-21,20.02,125.66
2018-02-22,18.72,126.3
2018-02-23,16.49,126.14
2018-02-26,15.8,126.45
2018-02-27,18.59,125.13
2018-02-28,19.85,125.0
2018-03-01,22.47,124.72
2018-03-02,19.59,125.39
2018-03-05,18.73,125.18
2018-03-06,18.36,126.53
2018-03-07,17.76,125.72
2018-03-08,16.54,125.42
2018-03-09,14.64,125.54
2018-03-12,15.78,125.54
2018-03-13,16.35,125.78
2018-03-14,17.23,125.7
2018-03-15,16.59,124.9
2018-03-16,15.8,124.6
2018-03-19,19.02,124.87
2018-03-20,18.2,124.31
2018-03-21,17.86,126.48
2018-03-22,23.34,125.98
2018-03-23,24.87,127.61
2018-03-26,21.03,128.28
2018-03-27,22.5,127.49
2018-03-28,22.87,125.73
2018-03-29,19.97,125.79
2018-04-02,23.62,127.26
2018-04-03,21.1,126.3
2018-04-04,20.06,126.45
2018-04-05,18.94,125.8
2018-04-06,21.49,126.39
2018-04-09,21.77,126.82
2018-04-10,20.47,127.12
2018-04-11,20.24,128.11
2018-04-12,18.49,126.62
2018-04-13,17.41,127.45
2018-04-16,16.56,127.63
2018-04-17,15.25,127.75
2018-04-18,15.6,127.75
2018-04-19,15.96,127.6
2018-04-20,16.88,126.63
2018-04-23,16.34,125.62
2018-04-24,18.02,126.23
2018-04-25,17.84,125.41
2018-04-26,16.24,124.97
2018-04-27,15.41,125.5
2018-04-30,15.93,124.59
2018-05-01,15.49,123.71
2018-05-02,15.97,123.65
2018-05-03,15.9,124.28
2018-05-04,14.77,124.54
2018-05-07,14.75,124.57
2018-05-08,14.71,124.59
2018-05-09,13.42,124.33
2018-05-10,13.23,125.18
2018-05-11,12.65,125.0
2018-05-14,12.93,124.49
2018-05-15,14.63,122.48
2018-05-16,13.42,122.29
2018-05-17,13.43,122.36
2018-05-18,13.42,122.41
2018-05-21,13.08,122.48
2018-05-22,13.22,122.41
2018-05-23,12.58,122.54
2018-05-24,12.53,123.59
2018-05-25,13.22,123.21
2018-05-29,17.02,123.19
2018-05-30,14.94,123.37
2018-05-31,15.43,123.1
2018-06-01,13.46,122.49
2018-06-04,12.74,122.37
2018-06-05,12.4,122.85
2018-06-06,11.64,122.92
2018-06-07,12.13,122.86
2018-06-08,12.18,123.01
2018-06-11,12.35,123.23
2018-06-12,12.34,122.82
2018-06-13,12.94,123.19
2018-06-14,12.12,123.38
2018-06-15,11.98,121.34
2018-06-18,12.31,121.11
2018-06-19,13.35,120.8
2018-06-20,12.79,120.26
2018-06-21,14.64,120.05
2018-06-22,13.77,120.34
2018-06-25,17.33,119.89
2018-06-26,15.92,119.26
2018-06-27,17.91,118.58
2018-06-28,16.85,118.22
2018-06-29,16.09,118.65
2018-07-02,15.6,117.46
2018-07-03,16.14,118.65
2018-07-05,14.97,119.05
2018-07-06,13.37,118.86
2018-07-09,12.69,119.15
2018-07-10,12.64,118.93
2018-07-11,13.63,117.64
2018-07-12,12.58,118.13
2018-07-13,12.18,117.61
2018-07-16,12.83,117.55
2018-07-17,12.06,116.28
2018-07-18,12.1,116.31
2018-07-19,12.87,115.81
2018-07-20,12.86,116.56
2018-07-23,12.62,116.0
2018-07-24,12.41,116.04
2018-07-25,12.29,116.68
2018-07-26,12.14,115.77
2018-07-27,13.03,115.83
2018-07-30,14.26,115.65
2018-07-31,12.83,115.99
2018-08-01,13.15,115.14
2018-08-02,12.19,114.52
2018-08-03,11.64,114.92
2018-08-06,11.27,114.33
2018-08-07,10.93,114.59
2018-08-08,10.85,114.91
2018-08-09,11.27,114.74
2018-08-10,13.16,114.69
2018-08-13,14.78,112.96
2018-08-14,13.31,113.07
2018-08-15,14.64,111.19
2018-08-16,13.45,111.1
2018-08-17,12.64,112.13
2018-08-20,12.49,112.69
2018-08-21,12.86,113.02
2018-08-22,12.25,113.27
2018-08-23,12.41,112.2
2018-08-24,11.99,114.16
2018-08-27,12.16,114.59
2018-08-28,12.5,113.68
2018-08-29,12.25,114.2
2018-08-30,13.53,113.64
2018-08-31,12.86,113.51
2018-09-04,13.16,112.93
2018-09-05,13.91,113.32
2018-09-06,14.65,113.54
2018-09-07,14.88,113.23
2018-09-10,14.16,113.15
2018-09-11,13.22,113.22
2018-09-12,13.14,114.17
2018-09-13,12.37,113.76
2018-09-14,12.07,113.02
2018-09-17,13.68,113.61
2018-09-18,12.79,113.44
2018-09-19,11.75,113.88
2018-09-20,11.8,114.27
2018-09-21,11.68,113.49
2018-09-24,12.2,113.47
2018-09-25,12.42,113.65
2018-09-26,12.89,113.05
2018-09-27,12.41,112.05
2018-09-28,12.12,112.76
2018-10-01,12.0,112.57
2018-10-02,12.05,113.87
2018-10-03,11.61,113.42
2018-10-04,14.22,113.48
2018-10-05,14.82,113.8
2018-10-08,15.69,112.54
2018-10-09,15.95,112.6
2018-10-10,22.96,112.88
2018-10-11,24.98,115.78
2018-10-12,21.31,115.23
2018-10-15,21.3,116.0
2018-10-16,17.62,115.8
2018-10-17,17.4,115.79
2018-10-18,20.06,115.92
2018-10-19,19.89,116.01
2018-10-22,19.64,115.71
2018-10-23,20.71,116.39
2018-10-24,25.23,116.66
2018-10-25,24.22,116.4
2018-10-26,24.16,116.77
2018-10-29,24.7,116.31
2018-10-30,23.35,115.8
2018-10-31,21.23,115.15
2018-11-01,19.34,116.63
2018-11-02,19.51,116.65
2018-11-05,19.96,116.37
2018-11-06,19.91,116.04
2018-11-07,16.36,116.03
2018-11-08,16.72,115.78
2018-11-09,17.36,114.48
2018-11-12,20.45,113.66
2018-11-13,20.02,113.7
2018-11-14,21.25,114.64
2018-11-15,19.98,114.77
2018-11-16,18.14,115.62
2018-11-19,20.1,115.67
2018-11-20,22.48,115.67
2018-11-21,20.8,115.86
2018-11-23,21.52,115.77
2018-11-26,18.9,115.64
2018-11-27,19.02,114.95
2018-11-28,18.49,115.38
2018-11-29,18.79,115.74
2018-11-30,18.07,115.54
2018-12-03,16.44,116.41
2018-12-04,20.74,117.12
2018-12-06,21.19,117.14
2018-12-07,23.23,118.09
2018-12-10,22.64,117.68
2018-12-11,21.76,117.54
2018-12-12,21.46,117.79
2018-12-13,20.65,117.53
2018-12-14,21.63,117.06
2018-12-17,24.52,117.87
2018-12-18,25.58,118.15
2018-12-19,25.58,117.43
2018-12-20,28.38,119.24
2018-12-21,30.11,118.72
2018-12-24,36.07,120.02
2018-12-26,30.41,119.66
2018-12-27,29.96,120.57
2018-12-28,28.34,121.06
2018-12-31,25.42,121.25
2019-01-02,23.22,121.33
2019-01-03,25.45,122.43
2019-01-04,21.38,121.44
2019-01-07,21.4,121.86
2019-01-08,20.47,121.53
2019-01-09,19.98,122.31
2019-01-10,19.5,121.59
2019-01-11,18.19,121.8
2019-01-14,19.07,122.09
2019-01-15,18.6,121.88
2019-01-16,19.04,122.27
2019-01-17,18.06,122.11
2019-01-18,17.8,121.02
2019-01-22,20.8,121.45
2019-01-23,19.52,121.28
2019-01-24,18.89,121.09
2019-01-25,17.42,122.86
2019-01-28,18.87,123.29
2019-01-29,19.13,123.98
2019-01-30,17.66,124.69
2019-01-31,16.57,124.75
2019-02-01,16.14,124.5
2019-02-04,15.73,123.96
2019-02-05,15.57,124.28
2019-02-06,15.38,123.44
2019-02-07,16.37,123.74
2019-02-08,15.72,124.21
2019-02-11,15.97,123.6
2019-02-12,15.43,123.86
2019-02-13,15.65,123.37
2019-02-14,16.22,124.06
2019-02-15,14.91,124.8
2019-02-19,14.88,126.7
2019-02-20,14.02,126.48
2019-02-21,14.46,125.05
2019-02-22,13.51,125.5
2019-02-25,14.85,125.37
2019-02-26,15.17,125.58
2019-02-27,14.7,124.69
2019-02-28,14.78,123.99
2019-03-01,13.57,121.88
2019-03-04,14.63,121.56
2019-03-05,14.74,121.72
2019-03-06,15.74,121.61
2019-03-07,16.59,121.51
2019-03-08,16.05,122.84
2019-03-11,14.33,122.24
2019-03-12,13.77,122.98
2019-03-13,13.41,123.84
2019-03-14,13.5,122.41
2019-03-15,12.88,122.97
2019-03-18,13.1,123.04
2019-03-19,13.56,123.38
2019-03-20,13.91,124.18
2019-03-21,13.63,123.68
2019-03-22,16.48,123.97
2019-03-25,16.33,124.92
2019-03-26,14.68,124.3
2019-03-27,15.15,123.65
2019-03-28,14.43,121.9
2019-03-29,13.71,122.01
2019-04-01,13.4,121.53
2019-04-02,13.36,121.98
2019-04-03,13.74,121.8
2019-04-04,13.58,122.11
2019-04-05,12.82,121.98
2019-04-08,13.18,122.51
2019-04-09,14.28,123.15
2019-04-10,13.3,123.53
2019-04-11,13.02,121.95
2019-04-12,12.01,121.83
2019-04-15,12.32,121.6
2019-04-16,12.18,120.51
2019-04-17,12.6,120.28
2019-04-18,12.09,120.37
2019-04-22,12.42,120.37
2019-04-23,12.28,120.12
2019-04-24,13.14,120.47
2019-04-25,13.25,120.57
2019-04-26,12.73,121.37
2019-04-29,13.11,120.83
2019-04-30,13.12,121.2
2019-05-01,14.8,120.4
2019-05-02,14.42,119.94
2019-05-03,12.87,120.65
2019-05-06,15.44,120.81
2019-05-07,19.32,121.21
2019-05-08,19.4,120.91
2019-05-09,19.1,121.2
2019-05-10,16.04,121.43
2019-05-13,20.55,122.67
2019-05-14,18.06,122.46
2019-05-15,16.44,122.39
2019-05-16,15.29,121.51
2019-05-17,15.96,120.65
2019-05-20,16.31,120.64
2019-05-21,14.95,120.36
2019-05-22,14.75,120.24
2019-05-23,16.92,121.17
2019-05-24,15.85,121.3
2019-05-28,17.5,120.83
2019-05-29,17.9,120.87
2019-05-30,17.3,121.69
2019-05-31,18.71,123.33
2019-06-03,18.86,125.11
2019-06-04,16.97,125.15
2019-06-05,16.09,125.47
2019-06-06,15.93,125.88
2019-06-07,16.3,126.59
2019-06-10,15.94,125.33
2019-06-11,15.99,125.18
2019-06-12,15.91,125.83
2019-06-13,15.82,126.6
2019-06-14,15.28,126.56
2019-06-17,15.35,126.48
2019-06-18,15.15,127.12
2019-06-19,14.33,127.89
2019-06-20,14.75,131.11
2019-06-21,15.4,131.98
2019-06-24,15.26,133.94
2019-06-25,16.28,134.2
2019-06-26,16.21,132.97
2019-06-27,15.82,132.84
2019-06-28,15.08,133.2
2019-07-01,14.06,130.62
2019-07-02,12.93,133.41
2019-07-03,12.57,133.63
2019-07-05,13.28,132.14
2019-07-08,13.96,131.29
2019-07-09,14.09,131.75
2019-07-10,13.03,133.83
2019-07-11,12.93,132.7
2019-07-12,12.39,133.53
2019-07-15,12.68,133.53
2019-07-16,12.86,132.4
2019-07-17,13.97,134.58
2019-07-18,13.53,136.48
2019-07-19,14.45,134.47
2019-07-22,13.53,134.45
2019-07-23,12.61,133.69
2019-07-24,12.07,134.37
2019-07-25,12.74,133.42
2019-07-26,12.16,133.64
2019-07-29,12.83,134.53
2019-07-30,13.94,134.98
2019-07-31,16.12,133.21
2019-08-01,17.87,136.41
2019-08-02,17.61,135.89
2019-08-05,24.59,137.79
2019-08-06,20.17,138.91
2019-08-07,19.49,141.02
2019-08-08,16.91,141.73
2019-08-09,17.97,141.26
2019-08-12,21.09,142.63
2019-08-13,17.52,141.78
2019-08-14,22.1,142.75
2019-08-15,21.18,143.7
2019-08-16,18.47,142.78
2019-08-19,16.88,141.11
2019-08-20,17.5,142.21
2019-08-21,15.8,141.76
2019-08-22,16.68,141.4
2019-08-23,19.87,144.17
2019-08-26,19.32,144.19
2019-08-27,20.31,145.57
2019-08-28,19.35,145.16
2019-08-29,17.88,144.12
2019-08-30,18.98,143.75
2019-09-03,19.66,145.75
2019-09-04,17.33,146.66
2019-09-05,16.27,143.14
2019-09-06,15.0,141.92
2019-09-09,15.27,141.39
2019-09-10,15.2,140.18
2019-09-11,14.61,141.03
2019-09-12,14.22,141.32
2019-09-13,13.74,140.15
2019-09-16,14.67,141.32
2019-09-17,14.44,141.6
2019-09-18,13.95,140.71
2019-09-19,14.05,141.28
2019-09-20,15.32,142.95
2019-09-23,14.91,143.75
2019-09-24,17.05,144.51
2019-09-25,15.96,141.83
2019-09-26,16.07,141.79
2019-09-27,17.22,141.06
2019-09-30,16.24,138.87
2019-10-01,18.56,139.63
2019-10-02,20.56,141.26
